stationcode,name,capacity,longitude,latitude
11048,Place Mireille Havet,43.0,2.383756,48.850533
8049,Georges V - François 1er,22.0,2.30082,48.87034
12154,Square Georges Melies,40.0,2.409667745232582,48.84070239213081
5030,Sorbonne - Ecoles,50.0,2.3434996604919,48.849686566191
9015,Lamartine - Faubourg Montmartre,32.0,2.339765690267086,48.87661398289084
19021,Mairie du 19ème,27.0,2.3812624812126164,48.88256264247959
17104,Jardin Marguerite Long,22.0,2.2836575657129288,48.8816985773914
13022,Butte aux Cailles - Esperance,36.0,2.3492151126265526,48.82758774190948
20045,Louis Ganne - Davout,30.0,2.409725748002529,48.86338720692607
13019,Fernand Braudel - Vincent Auriol,36.0,2.3723404482007027,48.83637852318147
11044,Square du Bataclan,20.0,2.3711327,48.8633762
8029,Place du Canada,58.0,2.3101937879648,48.865346269363
11110,Roquette - Folie Regnault,52.0,2.386553623578705,48.859246959155485
16031,Vignes - Boulainvilliers,21.0,2.275240458548069,48.856399483950504
14127,Odessa - Départ,39.0,2.3244281485677,48.842885590081
12033,François Truffaut - Saint Emilion,66.0,2.386601903271428,48.83372354344807
22012,Madeleine Michelis - Roule,25.0,2.2773634269833565,48.88260431301364
18142,Jessaint - Marx Dormoy,30.0,2.358930408954621,48.88484543106364
18014,Léon - Doudeauville,13.0,2.353573372638597,48.88832421845225
23105,Sèvres Rive Gauche,33.0,2.2150785306885,48.821443218278
42011,Quai Marcel Boyer - Victor Hugo,29.0,2.392039597034455,48.82255636666729
15009,Suffren - Pérignon,46.0,2.307052147596786,48.84717561492764
23005,Gare de Clichy-Levallois,26.0,2.2984680533409123,48.89679827481989
21120,Docteur Calmette - Martre,30.0,2.3086513252383,48.898969358483
20117,Saint-Fargeau - Mortier,31.0,2.407912909984589,48.87266656122256
48009,République - Auguste Perret,30.0,2.35185943543911,48.78695280952244
21009,Le Corbusier - Jean Jaurès,46.0,2.2408381104469304,48.83780830557548
9013,Mairie du 9ème,24.0,2.340753448052758,48.87326713758289
31017,Jean Moulin - Paul Doumer,20.0,2.45533436536789,48.8622179854695
4107,Beaumarchais - Pas de la Mule,18.0,2.3684333673431,48.855580507049
12125,Pyramide - Parc Floral,50.0,2.440452,48.837442
31026,Demi-Lune - Aristide Briand,20.0,2.4562818557024,48.87626381919953
17001,Guy Môquet - Saint-Ouen,53.0,2.3270335793495183,48.892777719023975
31707,Edouard Vaillant - Galliéni,49.0,2.4147954583168,48.858462881661
12150,Bastille - Quai de la Rapée,27.0,2.3669364675879,48.84682410855
8011,Clapeyron - Moscou,15.0,2.324815057218075,48.88078819514121
13020,Paul Klee - Place Augusta Holmes,43.0,2.3704235663952966,48.838946417408025
19124,Alexander Fleming - Belvédère,31.0,2.4030599377642674,48.88179064200294
10152,Gare du Nord - Place de Valenciennes,25.0,2.354235,48.879089
32021,Place du Front Populaire - George Sand,65.0,2.364541214992642,48.90680713698062
15019,Paul Barruel - Vaugirard,39.0,2.3044332861900334,48.84014918546239
7024,Rapp - Place du Général Gouraud,31.0,2.3004072904587,48.858102885107
16007,Longchamp - Place d'Iéna,40.0,2.2926748171448708,48.86491723343388
15131,Charles Lecocq - Lecourbe,30.0,2.294867,48.84044
9036,Athènes - Clichy,20.0,2.32956021945824,48.878113787876
13027,Mazagran - Pierre de Coubertin,15.0,2.344226874411106,48.816218640260445
10004,Metz - Faubourg Saint-Denis,48.0,2.353521,48.870893
11103,Pelée - Alphonse Baudin,38.0,2.3710541,48.8600265
21203,Place Jules Ferry,28.0,2.325837314128876,48.812107928414775
21115,Chancé Milly - Cimetière Communal Sud,32.0,2.303922325372696,48.89687189382465
19025,Botzaris - Crimée,21.0,2.3887913337477067,48.87959698690176
